-0.0, 1.0, 1.0, 1.0, 1.0 -0.0, 
-0.0, 0.4545454545454545, 0.5946969696969696, 0.5946969696969695 0.454545454545454 -0.0
-0.0, 0.2234848484848485, 0.3295454545454545 0.3295454545454543, 0.2234848484848484, -0.0
-0.0, 0.1098484848484849 0.1704545454545454, 0.1704545454545454, 0.1098484848484848, -0.0
-0.0 0.04545454545454561, 0.07196969696969699, 0.07196969696969696, 0.04545454545454545 -0.0
-0.0, -0.0, -0.0, -0.0, -0.0, -0.0
